1e-07,0.316343
5e-07,0.267987
9e-07,0.26401
1e-06,0.267329
3e-06,0.260363
5e-06,0.261216
7e-06,0.262752
9e-06,0.26314
1e-05,0.262846
3e-05,0.262822
5e-05,0.263345
7e-05,0.260136
9e-05,0.263863
0.0001,0.261051
0.0003,0.258341
0.0005,0.261685
0.0007,0.263163
0.0009,0.263844
0.001,0.262737
0.002,0.262679
0.003,0.260171
0.004,0.262275
0.005,0.263978
0.006,0.261505
0.007,0.269992
0.008,0.274609
0.009,0.273587
0.01,0.27603
0.015,0.269426
0.02,0.260285
0.025,0.26165
0.03,0.261122
0.035,0.269023
0.04,0.26238
0.045,0.262649
0.05,0.263328
0.055,0.281994
0.06,0.259112
0.065,0.25999
0.07,0.261675
0.075,0.261038
0.08,0.260847
0.085,0.274989
0.09,0.275763
0.095,0.27424
0.1,0.27048
